Hôpital_ID,Nom_Hôpital,Capacité_Lits,Code Postal,Ville,Département,Région,Spécialités_Disponibles
f1e4d40e-45a7-43c1-864b-541ad489891d,Merle,376,46853,Briand,Eure-et-Loir,Picardie,"Urgences, Chirurgie, Dermatologie"
762723ae-d4fa-4c73-b7c3-1570f7317295,Louis,433,12361,Gaillard-sur-Thomas,Ariège,Saint-Pierre-et-Miquelon,"Urgences, Cardiologie, Pédiatrie"
3dcd9177-79d9-40fe-96e2-42ddf0d38b66,Diallo S.A.,393,71574,Ramosboeuf,Haute-Loire,Saint-Martin,"Dermatologie, Urgences, Chirurgie"
a353b39a-c513-4f89-8313-3ebc8a4adaff,Paul,332,50071,Perrier-les-Bains,Nièvre,Nord-Pas-de-Calais,"Urgences, Pédiatrie, Cardiologie"
e1d858c4-f847-4b93-83e5-257f0815cc05,Diaz,478,47225,Berger,Paris,Saint-Martin,"Cardiologie, Dermatologie, Urgences"
78a83931-bd27-42cc-b6b9-8dbce6ba01b5,Vaillant Dupuy S.A.S.,310,75861,Rodrigues,Côte-d'Or,Saint-Pierre-et-Miquelon,"Pédiatrie, Cardiologie, Chirurgie"
302b118a-850d-4f7e-8018-bd4bb5be2f8c,Prévost,356,77947,Saint Chantal,Allier,Champagne-Ardenne,"Chirurgie, Dermatologie, Pédiatrie"
54645e7e-a9eb-44d7-afb2-cdeb844cc3a7,Perrot,445,14402,GarnierBourg,Haute-Savoie,Province-Alpes-Côte d'Azur,"Urgences, Chirurgie, Dermatologie"
271907bf-01ce-4722-8c3e-f43219d9edb9,Boutin SARL,66,52068,Maillard,Val-d'Oise,Pays-de-Loire,"Cardiologie, Pédiatrie, Dermatologie"
4aa9b202-341d-4a44-be5d-35e6d5ae6385,Lejeune,448,45783,Briand-sur-Thierry,Charente,Saint-Martin,"Chirurgie, Pédiatrie, Cardiologie"
e180679e-1aea-4a8a-9a91-5cb6366b5974,Bouvier,295,00056,BlinVille,Aude,Auvergne,"Chirurgie, Pédiatrie, Urgences"
6233706f-686c-4c68-8a86-6b169ff4d416,Lagarde,137,61227,Sainte Maggie,Haut-Rhin,Lorraine,"Pédiatrie, Chirurgie, Cardiologie"
c3a287d7-63a5-43d5-ac14-c0fa81d21316,Wagner Imbert S.A.R.L.,199,17031,Sainte AugustinBourg,Calvados,Nouvelle-Calédonie,"Urgences, Pédiatrie, Chirurgie"
7d3d2e07-dae2-482d-ac5e-15daf5defbec,Laporte SARL,281,15214,Marty,Seine-Saint-Denis,Polynésie française,"Chirurgie, Cardiologie, Pédiatrie"
ee281dd5-5a66-4807-a79a-f33726d657b7,Dumont,151,34838,Giraud,Alpes-de-Haute-Provence,Midi-Pyrénées,"Cardiologie, Dermatologie, Chirurgie"
35b51393-3a35-4680-b4d0-01b612b541a1,Guérin Lemonnier S.A.,195,74818,Lévy,Landes,Lorraine,"Cardiologie, Pédiatrie, Chirurgie"
db91c8e6-d2e7-4ae7-b91b-c14977145214,Delahaye et Fils,261,24916,Simon,Alpes-Maritimes,Aquitaine,"Pédiatrie, Dermatologie, Urgences"
0237313c-09a5-440a-9cf5-420a1e0d7a04,Mallet,366,13828,Maréchal,Puy-de-Dôme,Poitou-Charentes,"Pédiatrie, Chirurgie, Dermatologie"
e9a7bc10-a0a6-4324-bb5f-0881ff899afa,Lemoine Fischer S.A.R.L.,68,31908,RémyVille,Tarn-et-Garonne,Mayotte,"Dermatologie, Chirurgie, Pédiatrie"
0f5cd9f9-faad-4495-b0d1-43e7437b792b,Marie Mendès S.A.S.,398,65972,Boyer,Meuse,Champagne-Ardenne,"Chirurgie, Pédiatrie, Dermatologie"
6ee5aafa-27ba-4884-b2bc-8e3473c70201,Blanc,186,01680,Chevallierboeuf,Vienne,Midi-Pyrénées,"Pédiatrie, Cardiologie, Urgences"
6de77282-39d5-4e4a-a605-54da393ba5c2,Becker,388,00654,Perez-sur-Maillet,Loire-Atlantique,Alsace,"Pédiatrie, Urgences, Dermatologie"
f16cecdd-484c-4bfc-84b8-8a199ce83e77,Tanguy,114,09384,Lamy,Seine-et-Marne,Guyane,"Chirurgie, Pédiatrie, Urgences"
431250a7-339f-46d6-9946-898a5885b3c1,Dupuis,422,56311,Rousseldan,Martinique,Saint-Barthélémy,"Chirurgie, Cardiologie, Dermatologie"
f371bd07-74d4-4e84-80da-03e0e15df7f4,Thierry Lefort SARL,205,61894,GrondinVille,Paris,Franche-Comté,"Urgences, Dermatologie, Cardiologie"
054e3b0e-7aec-4065-967f-76df0ad505dd,Chauveau S.A.R.L.,311,89153,Fleury-sur-Lenoir,Finistère,Saint-Pierre-et-Miquelon,"Urgences, Dermatologie, Cardiologie"
26caf2a9-7051-4208-9e8f-2562767f7451,Charpentier,187,56057,Jacquot,La Réunion,Midi-Pyrénées,"Pédiatrie, Dermatologie, Cardiologie"
35de5a17-e6f7-4fd8-9cdf-5d6f9ac9caec,Mahe Fouquet SARL,244,86148,Fouquet,Hautes-Alpes,Nord-Pas-de-Calais,"Cardiologie, Urgences, Chirurgie"
7d4d5169-65f0-44e2-956d-a440bcdb8c2e,Letellier Couturier et Fils,302,83498,Bernier,Vosges,Centre,"Chirurgie, Cardiologie, Dermatologie"
8dbdb1b6-e9c0-440c-ba99-27c66e633820,Barbe,90,83466,Leclerc,Gard,Nouvelle-Calédonie,"Dermatologie, Chirurgie, Urgences"
6e46f409-dfe6-48fc-a48b-325bc4fd468a,Chrétien Petit S.A.,103,29704,Lambert,Haute-Marne,Haute-Normandie,"Dermatologie, Cardiologie, Pédiatrie"
e67f60d1-7390-4c6a-9313-a7eb7e7dc52b,Godard,356,72289,Sainte Louis,La Réunion,Champagne-Ardenne,"Cardiologie, Dermatologie, Chirurgie"
6f8a98f2-1a63-4967-a7ab-4cee1b0528ce,Laurent,316,91934,Joseph,Morbihan,Auvergne,"Urgences, Pédiatrie, Chirurgie"
246d1456-f7de-45ff-a8a1-8ff5b508fa1b,Bousquet,366,86164,De Sousa-sur-Carpentier,Savoie,Saint-Pierre-et-Miquelon,"Dermatologie, Cardiologie, Urgences"
764e38fb-5689-4b0f-b4d4-3379712a26d2,Paul,348,43272,LeblancBourg,Puy-de-Dôme,Mayotte,"Pédiatrie, Chirurgie, Cardiologie"
19b59989-48f4-4840-996e-a3a5ee6e34ef,Allard,189,64762,Costa,Haute-Corse,Corse,"Dermatologie, Chirurgie, Pédiatrie"
73d01bd0-8b24-4d35-8cba-a5e6432903c2,Peltier,275,54949,Saint Agathe,Loire-Atlantique,Lorraine,"Dermatologie, Cardiologie, Pédiatrie"
bc6cdff1-5fe7-4af7-ac27-94c542f7a219,Giraud,240,05688,Fleury,Charente,Guyane,"Cardiologie, Urgences, Chirurgie"
f4550ec1-cb70-48fb-b51a-d86d3d31660d,Ramos SARL,317,60616,Weber-sur-Alexandre,Somme,Île-de-France,"Chirurgie, Pédiatrie, Urgences"
06f3d820-3600-4ffa-86dc-06cd03f99461,Blot Lagarde S.A.S.,216,69622,Saint Thibault-sur-Mer,Deux-Sèvres,Champagne-Ardenne,"Chirurgie, Dermatologie, Pédiatrie"
8ce45828-4cf2-443b-b582-c72f1daa6c0e,Mercier Teixeira S.A.S.,403,11507,Muller-sur-Vaillant,Gard,Mayotte,"Urgences, Dermatologie, Chirurgie"
6289f101-e140-4f3d-8e30-4a2230eb0a6a,Hamon,220,20342,Coulon-sur-Brunet,La Réunion,Picardie,"Chirurgie, Cardiologie, Dermatologie"
2dfbd5d7-b80a-4b1c-bd59-e18f69751065,Blanc,299,82786,Gay,Nord,Pays-de-Loire,"Pédiatrie, Urgences, Dermatologie"
bb1c07a8-99ea-4365-a4eb-ead9901fb4d2,Poirier,403,93731,Perrot,Vaucluse,Alsace,"Urgences, Pédiatrie, Dermatologie"
c74f5e0c-fb2f-48f7-926e-c647876b8ec7,Da Silva,100,07421,Menardboeuf,Tarn-et-Garonne,Languedoc-Roussillon,"Cardiologie, Chirurgie, Pédiatrie"
bdab8c65-8905-410c-ada7-fa58493b5b9b,Gauthier,198,23082,Weber,Haut-Rhin,Rhone-Alpes,"Dermatologie, Chirurgie, Cardiologie"
ded461c9-4970-4539-bb8d-1fe2c5e09a5a,Weber,206,61907,Costa-sur-Guillon,Corrèze,Poitou-Charentes,"Pédiatrie, Cardiologie, Urgences"
83791f8b-c63e-4699-ac3c-3273ef98f3a2,Prévost,145,77274,Sainte ThierryVille,Yvelines,Wallis-et-Futuna,"Dermatologie, Chirurgie, Cardiologie"
97f4602a-1f0b-4799-8d00-d43e7a8c3a0a,Pelletier SA,161,86457,Pinto-sur-Mer,Ardennes,Auvergne,"Urgences, Cardiologie, Dermatologie"
160f3794-1b8e-497a-9d54-b14d9d2cff6f,Andre,252,17587,Chrétien,Calvados,Guadeloupe,"Urgences, Cardiologie, Dermatologie"
770e1d83-1bca-48dc-80c7-5cf83ea6188b,Rousset SA,295,00472,Sainte Sylvie,Vendée,Aquitaine,"Dermatologie, Urgences, Pédiatrie"
92eca8f8-e93e-4387-a2b5-660059af60ca,Salmon S.A.S.,266,53307,Bourdon-sur-Normand,Landes,Province-Alpes-Côte d'Azur,"Cardiologie, Chirurgie, Urgences"
aba42356-c9e7-4476-9aa4-b5375a7749bd,Delattre Guyot SA,465,07261,Saint Geneviève,Bouches-du-Rhône,Martinique,"Chirurgie, Urgences, Cardiologie"
83b2d35a-dc97-4817-b7d7-21ad37319915,Ollivier,302,96320,Rolland,Oise,Poitou-Charentes,"Urgences, Dermatologie, Cardiologie"
bad3ebae-f0a5-4015-bc13-8e5f6d7cfc82,Normand SARL,98,88816,Saint Laurence,Manche,Limousin,"Cardiologie, Dermatologie, Urgences"
4a357a73-6e79-4b3a-a710-963659efcf07,Hoareau,200,09646,Reynaud,Aube,Languedoc-Roussillon,"Cardiologie, Urgences, Pédiatrie"
57e4f6d9-b3d5-49ee-bb26-56f10bc830dc,Carpentier,184,52865,Bazin,Corrèze,Saint-Martin,"Dermatologie, Pédiatrie, Chirurgie"
9cffb4f4-0fde-47fd-8a93-668e69fc8bd0,Mathieu S.A.,335,69698,Schmitt,Lot-et-Garonne,Nouvelle-Calédonie,"Chirurgie, Dermatologie, Pédiatrie"
6ebcdf64-3b12-4f59-83ab-25b240c6fc6c,Bertin,221,55160,Bodindan,Essonne,Martinique,"Pédiatrie, Cardiologie, Chirurgie"
15fde834-2e8c-4e91-a44d-b4d036a07f86,Poulain S.A.,304,77986,RoyerBourg,Allier,Poitou-Charentes,"Pédiatrie, Urgences, Dermatologie"
124acf0f-7c63-4f25-914c-e9f8f7b6b305,Paul S.A.R.L.,380,33231,Hamel-sur-Rousseau,Corse-du-Sud,Île-de-France,"Cardiologie, Chirurgie, Urgences"
55183327-51a8-4fae-b88f-6c91d8737bc8,Dijoux,357,43890,Fouquet,Mayenne,Saint-Martin,"Urgences, Cardiologie, Chirurgie"
82a348d4-0038-4c9a-97bc-c691a040c0d5,Guérin SA,340,97933,DuboisVille,Tarn-et-Garonne,Guadeloupe,"Cardiologie, Urgences, Dermatologie"
7bc49a79-db24-45d7-b616-9285de9638ad,Lejeune SA,160,88925,Da Costa,Ain,Réunion,"Pédiatrie, Urgences, Dermatologie"
a1856ef2-fcf4-4b73-bbd2-74cca41896b6,Rousseau Faure et Fils,352,80535,Dupuy,Moselle,Limousin,"Cardiologie, Dermatologie, Chirurgie"
a8783d5e-0372-4b33-96ec-b24679817a19,Poirier,70,63966,Gillet-la-Forêt,Loir-et-Cher,Midi-Pyrénées,"Chirurgie, Cardiologie, Dermatologie"
96c85bb3-dca8-4d21-add1-f77299529be1,Paris Cohen S.A.S.,208,13515,CousinBourg,Vienne,Réunion,"Cardiologie, Urgences, Pédiatrie"
95c11ed3-e7fc-4558-9410-5ad13a4652e3,Evrard,181,51824,Saint Étiennenec,Ariège,Province-Alpes-Côte d'Azur,"Pédiatrie, Chirurgie, Cardiologie"
19e55dfb-bc4c-4fba-aa21-2c6690520e49,Labbé Delmas SA,66,33949,MartinezVille,Haut-Rhin,Wallis-et-Futuna,"Dermatologie, Pédiatrie, Cardiologie"
2b9a9173-bb9f-4a7d-a992-05fd9b0ebd4e,Martel,420,04011,Lemaire,Haute-Loire,Midi-Pyrénées,"Cardiologie, Urgences, Pédiatrie"
07d4ef4f-0c70-404b-8041-6d6f92421b4e,Baudry,305,66224,Michelnec,Savoie,Province-Alpes-Côte d'Azur,"Chirurgie, Cardiologie, Dermatologie"
699e85a3-2978-42c8-b6d0-31decf736d97,Evrard,53,49373,Evrard,Meuse,Picardie,"Urgences, Pédiatrie, Cardiologie"
fd5ebd8f-659a-43f8-b14c-7babc32a5357,Millet,496,30453,Legros,Territoire de Belfort,Midi-Pyrénées,"Pédiatrie, Dermatologie, Urgences"
d48b5439-802b-49c5-a80b-8d7acfa02d23,Mendès,67,74726,Gimeneznec,Haute-Vienne,Guadeloupe,"Urgences, Cardiologie, Pédiatrie"
7c1ad28b-dd64-4f5a-9c6e-997c085683fa,Delaunay Gilbert SA,225,42806,Lucas-la-Forêt,Lot,Saint-Pierre-et-Miquelon,"Chirurgie, Cardiologie, Dermatologie"
2cfb5487-f1b7-4908-8b95-346b2b02d173,Cordier Morvan S.A.,180,06617,Sainte Christine-les-Bains,Val-de-Marne,Midi-Pyrénées,"Dermatologie, Cardiologie, Pédiatrie"
c505d145-3d7d-444a-b406-c36925aeef04,Lucas,382,91705,Monnier,Loir-et-Cher,Saint-Pierre-et-Miquelon,"Urgences, Dermatologie, Chirurgie"
f6ec322f-7fa7-4d21-8cd7-4bb3f48c9470,Samson,314,84530,Auger,Vaucluse,Auvergne,"Pédiatrie, Cardiologie, Chirurgie"
c88cf35e-3c37-499f-8d1f-8d653e4a6040,Bègue,305,62070,Hubert,Alpes-Maritimes,Île-de-France,"Cardiologie, Pédiatrie, Urgences"
b639d810-31eb-4268-887d-f1fc7113a627,Petit Ribeiro S.A.R.L.,207,31954,Guilbert-la-Forêt,Pyrénées-Orientales,Franche-Comté,"Cardiologie, Urgences, Chirurgie"
9d127a9c-0d7c-4a19-a8cf-539c99861d9d,Dufour,246,53122,BrunelVille,Aisne,Polynésie française,"Dermatologie, Urgences, Pédiatrie"
f7f1ab25-96b2-4a2a-95a7-ab8bf9c3297a,Jacques SA,208,15790,Saint CorinneVille,Sarthe,Bretagne,"Pédiatrie, Dermatologie, Cardiologie"
af05c98d-f06d-4b88-858a-d3955112caae,Georges,205,82813,Da Silva,Haute-Loire,Wallis-et-Futuna,"Cardiologie, Pédiatrie, Urgences"
f32ef71e-26e1-4337-8f0c-e1b3b15bd54f,Marty et Fils,210,64983,Lévêqueboeuf,Calvados,Pays-de-Loire,"Urgences, Cardiologie, Pédiatrie"
7dab61f7-c17c-4a08-8755-f60c0fc89f74,Dubois,411,27834,Saint Jeanne-la-Forêt,Gironde,Haute-Normandie,"Urgences, Pédiatrie, Dermatologie"
3eb27d2d-74a2-4349-8cf0-c986523899d8,Verdier SARL,340,48518,Sainte Martine-les-Bains,Bouches-du-Rhône,Réunion,"Cardiologie, Urgences, Pédiatrie"
1e858f51-52f6-4afa-9f2b-4207bb0ea085,Costa,136,13094,DuhamelBourg,Oise,Champagne-Ardenne,"Cardiologie, Pédiatrie, Urgences"
b5454ff4-6238-434b-b3a7-e544e9bdf941,Fernandes,398,17769,LeconteBourg,Alpes-de-Haute-Provence,Île-de-France,"Pédiatrie, Cardiologie, Chirurgie"
f008fe5c-a5e6-4e98-847a-036a885b44be,Huet Godard S.A.S.,54,77206,Colas-sur-Renault,Pyrénées-Orientales,Province-Alpes-Côte d'Azur,"Dermatologie, Chirurgie, Pédiatrie"
d79caa36-ac55-4c64-a46a-d50b94fa30d8,Maillard Roger et Fils,391,39980,Dubois,Paris,Haute-Normandie,"Dermatologie, Urgences, Cardiologie"
de6540b4-758a-4810-a056-42bf74e5c937,Dupuy,53,45635,Hamel-les-Bains,Rhône,Pays-de-Loire,"Pédiatrie, Cardiologie, Dermatologie"
afbfee55-4378-4d9c-a54f-8950291985ca,Barthelemy S.A.R.L.,144,64894,Saint Claudine,Haute-Saône,Saint-Martin,"Urgences, Chirurgie, Pédiatrie"
7be45a1b-f488-49c8-810d-1e774111fcf5,Lopez S.A.S.,217,81656,Marion,Allier,Réunion,"Dermatologie, Cardiologie, Urgences"
763259d6-941c-4dab-9966-7a952db16cf1,Gomes,251,20063,Goncalves,Nord,Poitou-Charentes,"Cardiologie, Urgences, Chirurgie"
3191ae29-add9-450e-ab09-f653fa83bce0,Camus Pires S.A.S.,188,88216,Olivier-sur-Bertrand,Isère,Basse-Normandie,"Pédiatrie, Dermatologie, Cardiologie"
b223b70c-0c51-432a-bca2-17eab29208fe,Lemaire Lejeune et Fils,192,32615,Gonzalez,Vaucluse,Rhone-Alpes,"Dermatologie, Urgences, Cardiologie"
dd8baa33-ba12-4bd6-b8a3-10ecb8799229,Garcia Delattre et Fils,387,42449,BaudryVille,Corse-du-Sud,Pays-de-Loire,"Cardiologie, Urgences, Pédiatrie"
a9d3b6b3-2b96-417b-bdfc-0d0047d882c7,Riou,241,05662,Allard-sur-Mer,Oise,Rhone-Alpes,"Pédiatrie, Cardiologie, Urgences"
a3ebbc8c-d76f-4a99-a8e4-9311440d8a11,Goncalves SA,429,52348,Payet-sur-Bonnin,Nord,Alsace,"Cardiologie, Chirurgie, Urgences"
6d3fa9a4-74d0-4ac0-8ecc-7856bf500d23,Valentin Lamy S.A.S.,347,85409,Hardy,Oise,Auvergne,"Urgences, Cardiologie, Pédiatrie"
515e6512-a62b-4ce8-9b81-85e89082f2cc,Le Goff,223,24897,Sauvage-la-Forêt,Haut-Rhin,Bretagne,"Urgences, Chirurgie, Pédiatrie"
10644b7f-6c6b-492b-a871-222541584b0f,Leblanc,222,25201,Pottier-la-Forêt,Aube,Guadeloupe,"Dermatologie, Urgences, Cardiologie"
6e08711a-a813-4340-af01-d79da0277e7e,Le Goff,396,06506,Sanchez,Allier,Guyane,"Cardiologie, Urgences, Chirurgie"
09f91ce8-dcf4-4af6-bc8d-85d17d94b258,Mace Dijoux et Fils,381,46424,MarquesBourg,Loire,Guadeloupe,"Cardiologie, Pédiatrie, Urgences"
bd753edc-21bc-4e38-8d9e-f193e0f99a61,Da Silva,378,03229,Chartier,Mayenne,Picardie,"Urgences, Chirurgie, Cardiologie"
a82a18c5-f199-47b4-80b8-bbfe1ea33dfb,Martineau,79,25814,Mendès,Nord,Franche-Comté,"Pédiatrie, Urgences, Cardiologie"
d8ee3c7b-e0ad-4649-8c46-e166bd7ca05c,Rolland,256,16501,TecherBourg,Creuse,Saint-Barthélémy,"Pédiatrie, Dermatologie, Urgences"
838a84a1-c9f2-43c7-94cb-a5c1a343489b,Boucher Fontaine SARL,120,54123,Bazin-la-Forêt,Pyrénées-Orientales,Corse,"Urgences, Pédiatrie, Chirurgie"
86e88867-bc8d-4e68-9f1d-fa091da9890a,Delmas SARL,469,16354,Vallet,Ain,Alsace,"Chirurgie, Cardiologie, Dermatologie"
08436e6e-5f6b-4d9d-925a-78b932d84abe,Merle et Fils,450,02185,Ferrand-les-Bains,Pas-de-Calais,Nouvelle-Calédonie,"Cardiologie, Urgences, Pédiatrie"
c13fa7cc-ae10-47e7-96a2-0a2218eb3aaf,Pinto,209,08139,Foucher,Gers,Alsace,"Urgences, Pédiatrie, Dermatologie"
a10d403b-e167-452b-9342-be0e3d81cef7,Benoit SARL,157,26589,Allain,Corse-du-Sud,Aquitaine,"Pédiatrie, Chirurgie, Cardiologie"
71d53ef7-9fa4-4a98-a8c8-352c3a569017,Brunel Dubois SA,149,87925,Poirier-la-Forêt,Vosges,Aquitaine,"Cardiologie, Pédiatrie, Dermatologie"
d800e647-2f58-424a-8893-6f2d240926ea,Becker S.A.,129,66913,Foucher,Gironde,Saint-Pierre-et-Miquelon,"Urgences, Cardiologie, Dermatologie"
731fdda8-023a-48d2-8e03-4ebaca26597e,Robin,205,38549,AlvesBourg,Eure,Nouvelle-Calédonie,"Pédiatrie, Urgences, Chirurgie"
f0134e1b-467c-44af-a8bb-84f68cd8669d,Deschamps,490,51746,Saint Laetitianec,Côtes-d'Armor,Aquitaine,"Urgences, Pédiatrie, Chirurgie"
5d336c29-6944-47f0-bab9-b47023f4fa10,Costa,486,32641,Sainte Marguerite-les-Bains,Jura,Bourgogne,"Dermatologie, Chirurgie, Cardiologie"
241909d7-509e-4753-ae6c-4e5d567ac190,Rodriguez,353,69139,Guillet,Guadeloupe,Guyane,"Pédiatrie, Urgences, Cardiologie"
8788306c-7e14-4d0b-bbda-ddc3995a63f9,Bertin Bailly SARL,122,01783,Perret,Alpes-de-Haute-Provence,Limousin,"Urgences, Pédiatrie, Cardiologie"
971f8c83-a872-45db-8417-bcd8bf07db75,Leclercq,405,64930,Potier-sur-De Sousa,Seine-Maritime,Languedoc-Roussillon,"Dermatologie, Pédiatrie, Chirurgie"
f3f9a0fd-46ef-4ea0-bf2b-521677b753b9,Hamon Lenoir SA,63,68201,Gay-sur-Mer,Alpes-Maritimes,Réunion,"Urgences, Pédiatrie, Dermatologie"
4044a7ac-e8c3-429e-8c30-ae2b0d746e05,Rémy François S.A.R.L.,357,05827,Laurent,Hauts-de-Seine,Bretagne,"Urgences, Dermatologie, Pédiatrie"
93ad9335-2c1c-4993-9c36-d952607f4b5c,Le Roux Godard S.A.S.,361,83018,Sainte Alex-la-Forêt,Oise,Guyane,"Chirurgie, Pédiatrie, Cardiologie"
c1cf1d05-31c7-428e-9bf2-0032bb2bf66b,Le Goff S.A.S.,146,35576,Hervé-sur-Turpin,Pas-de-Calais,Franche-Comté,"Urgences, Pédiatrie, Cardiologie"
4a3c04db-e16b-4f31-92e5-7a77765aa0e3,Michel,248,75011,Lejeune-sur-Renault,Guyane,Corse,"Chirurgie, Pédiatrie, Cardiologie"
c4895af1-9761-415d-a5ef-889c4ac4154d,Deschamps Gérard SARL,370,07233,De Sousa-sur-Blondel,Orne,Île-de-France,"Cardiologie, Dermatologie, Chirurgie"
cea32486-596a-4217-be07-87793cf5c737,Bourgeois Gonzalez S.A.,314,95912,Hardy,Calvados,Auvergne,"Cardiologie, Dermatologie, Urgences"
7d341075-0e98-442f-a053-6761c9033974,Colas Jean S.A.R.L.,190,32533,Sainte Capucine,Marne,Guyane,"Cardiologie, Dermatologie, Chirurgie"
6ba70865-9747-4107-90d5-2bae2be454ce,De Oliveira Pages S.A.R.L.,277,08709,Saint Nath,Nièvre,Nouvelle-Calédonie,"Chirurgie, Cardiologie, Dermatologie"
089e3b1b-1fd0-4b86-817a-51d6d89cbaa9,Rodriguez,341,44755,BourgeoisBourg,Oise,Saint-Martin,"Pédiatrie, Chirurgie, Urgences"
1b7e5528-7ff7-45cc-8941-987860bd150d,Fabre,212,30048,Marchand,Ille-et-Vilaine,Réunion,"Pédiatrie, Dermatologie, Cardiologie"
1a90ddcd-7f24-4f70-9632-299219bd039c,Tanguy Ferrand SA,266,17005,Sainte Virginie,Mayenne,Aquitaine,"Dermatologie, Chirurgie, Cardiologie"
b2f73807-9c33-464f-bec1-33f92ca8a7ad,Hebert Coste S.A.S.,134,75357,PoulainBourg,Vosges,Saint-Pierre-et-Miquelon,"Pédiatrie, Chirurgie, Dermatologie"
dbcd0d30-0c76-4d02-ad0a-aa073783263f,Evrard S.A.,266,30028,Moreau-sur-Chevallier,Marne,Rhone-Alpes,"Cardiologie, Pédiatrie, Dermatologie"
9481488a-83e7-44a3-9456-34b064072680,Tanguy,200,05826,Françoisdan,Aube,Île-de-France,"Pédiatrie, Urgences, Cardiologie"
d86a79be-5ecd-442e-8262-e57712ceada6,Louis et Fils,200,04894,PeronBourg,Pyrénées-Orientales,Guadeloupe,"Dermatologie, Chirurgie, Cardiologie"
bf5a26f8-933b-4f2f-9392-f19157f59f76,Fontaine,234,12845,Leclerc-la-Forêt,Paris,Martinique,"Chirurgie, Urgences, Pédiatrie"
1e14fe37-f653-4425-ab52-bda9abfd560e,Colas,209,58905,Grégoire,Cher,Polynésie française,"Dermatologie, Chirurgie, Cardiologie"
4f664b1c-960d-48ff-9afe-c21c8d95e21e,Perret S.A.R.L.,173,92724,Roux-sur-Paul,Ille-et-Vilaine,Lorraine,"Chirurgie, Pédiatrie, Urgences"
9876bdb7-0b40-4bfa-ae69-c51d95266bc7,Maréchal Mercier S.A.R.L.,394,50306,Leconte,Haute-Marne,Bourgogne,"Dermatologie, Urgences, Chirurgie"
aac1b9a7-5cbc-42f0-9938-d4d5fc324a75,Dupré S.A.S.,336,60088,Leduc-sur-Hebert,Isère,Auvergne,"Urgences, Dermatologie, Pédiatrie"
add634df-a20d-45be-b1fb-720c3ebbc95f,Martin S.A.S.,262,12278,Leduc-sur-Vaillant,Jura,Basse-Normandie,"Chirurgie, Pédiatrie, Dermatologie"
50f98c01-fe33-462a-801a-bc4cd6675414,Gauthier,184,41112,Sainte Nicole,Haute-Vienne,Guyane,"Pédiatrie, Dermatologie, Urgences"
af2d3761-66f4-46b5-bb07-5524fa28e662,Clerc SA,97,02573,Saint Brigitte,Haut-Rhin,Lorraine,"Chirurgie, Pédiatrie, Urgences"
184f40a3-5bfc-4bb3-b86d-5bba1280bb1e,Deschamps,165,54358,Chauveaudan,Essonne,Wallis-et-Futuna,"Cardiologie, Dermatologie, Urgences"
ee81f6ca-1c59-4754-aa4f-56b0eced5782,Robin,339,24168,Samson,Puy-de-Dôme,Saint-Martin,"Cardiologie, Dermatologie, Chirurgie"
6f477c9a-5fe5-483f-8457-1cefba23fa5a,Renaud,145,89768,CharrierVille,Vosges,Lorraine,"Dermatologie, Urgences, Chirurgie"
b46099a7-6952-49e5-ba96-698169a8d2b9,Pasquier SA,305,03323,Peltier,Manche,Pays-de-Loire,"Pédiatrie, Chirurgie, Urgences"
c65b0fc1-55a4-4a8c-a751-81f0da9357f5,Maréchal,160,32782,Maillet,Haute-Vienne,Saint-Barthélémy,"Chirurgie, Dermatologie, Pédiatrie"
8c732578-31be-413a-b5f5-ef2dadb780e0,Blanchard Dumont S.A.S.,425,38142,Texier-sur-Marin,Lot,Lorraine,"Pédiatrie, Chirurgie, Dermatologie"
31584e30-6806-4c1e-90c9-82f2222350f7,Gérard SA,370,61444,Saint René,Meurthe-et-Moselle,Alsace,"Chirurgie, Pédiatrie, Urgences"
e4662598-8e51-4671-9dac-2b4c0f9bfd15,Lefèvre,151,13460,Jean,Vienne,Saint-Barthélémy,"Pédiatrie, Cardiologie, Dermatologie"
4e14b44f-78ff-49b5-8720-02cd5c83e7a0,Le Goff Rossi S.A.R.L.,202,53532,Pierreboeuf,Somme,Alsace,"Urgences, Dermatologie, Cardiologie"
c4d964c6-4d66-44ca-9b56-b2689ae3ce52,Traore S.A.,392,04878,Lebonnec,Val-de-Marne,Guadeloupe,"Cardiologie, Pédiatrie, Dermatologie"
cc22fb78-27a2-4e36-9349-66b80a268b10,Jacquet,95,12817,Saint Georges,Alpes-Maritimes,Guyane,"Cardiologie, Urgences, Dermatologie"
dd63e670-858b-4bfa-8ab4-d9e9ba2c772a,Pinto,300,98237,Saint Catherine,Lot-et-Garonne,Aquitaine,"Cardiologie, Pédiatrie, Chirurgie"
95142045-2b3d-4496-a41c-7aee1a419fb1,Clerc S.A.R.L.,188,61427,Sainte Lorraine-les-Bains,Seine-Saint-Denis,Nouvelle-Calédonie,"Cardiologie, Urgences, Chirurgie"
f74a3ceb-629e-4f31-8872-67d15b4dd4d2,Richard,206,20997,Gros,Hauts-de-Seine,Picardie,"Cardiologie, Dermatologie, Pédiatrie"
d936f005-1aa9-47ce-b43a-bd326b897029,Voisin S.A.,185,63116,Maillot,Lot,Martinique,"Pédiatrie, Chirurgie, Dermatologie"
573b8aba-8542-47ef-a4a6-c302d2999e8e,Nguyen,306,19435,Charrier,Gers,Île-de-France,"Urgences, Cardiologie, Dermatologie"
